day,bar,step_sec,trade_horizon_sec,n_train_days,gate,gate_q,gate_thresh,p_enter_long,p_enter_short,min_hold_sec,turnover,total_cost,total_pnl_net
2024-01-02,30s,30,90,1,none,0.75,,0.62,0.38,90,260.0,0.23619471384608878,-0.16310982654782222
2024-01-03,30s,30,90,2,none,0.75,,0.62,0.38,90,60.0,0.15716289396156918,0.02552517442710039
