day,bar,step_sec,trade_horizon_sec,n_train_days,gate,gate_q,gate_thresh,p_enter_long,p_enter_short,min_hold_sec,turnover,total_cost,total_pnl_net
2024-01-02,10s,10,30,1,high,0.75,0.00016943027353487244,0.6,0.4,0,2212.0,1.4070603870414105,-0.6173942625181811
2024-01-03,10s,10,30,2,high,0.75,0.00026259787625805445,0.6,0.4,0,494.0,0.5972967095403018,-0.10457585468413345
