day,bar,step_sec,trade_horizon_sec,n_train_days,gate,gate_q,gate_thresh,p_enter_long,p_enter_short,min_hold_sec,turnover,total_cost,total_pnl_net
2024-01-02,30s,30,90,1,none,0.75,,0.6,0.4,0,570.0,0.5059503310520576,-0.361265176986189
2024-01-03,30s,30,90,2,none,0.75,,0.6,0.4,0,100.0,0.23210691721440818,0.004160545387786365
