inv_skew,n_trades,mean_realized_spread,mean_adverse_selection,mean_net_capture,inv_std,inv_max_abs,pnl_mtm_end
0.0,13886,0.04874634598994918,0.0012536540100479816,0.04749269197990119,7.6021339010041755,10,-2310.7967434914285
