t,trade_side,trade_px,mid_pre,mid_post,realized_spread,adverse_selection
44813,-1,68.24713121184956,68.19713121184957,68.23505391896784,0.01207729288172743,0.03792270711826973
44814,1,68.18505391896784,68.23505391896784,68.23613750061988,0.05108358165203697,-0.0010835816520398112
44817,-1,68.31438410101913,68.26438410101913,68.27446424693393,0.03991985408519838,0.010080145914798777
44828,1,68.29167232349187,68.34167232349186,68.33775169903728,0.046079375545417633,0.003920624454579524
44840,1,68.48221080248626,68.53221080248626,68.57772100608385,0.09551020359758411,-0.04551020359758695
44844,-1,68.5825247043794,68.5325247043794,68.51343753208353,0.06908717229586614,-0.01908717229586898
44846,1,68.44545404855629,68.49545404855628,68.50289001624745,0.05743596769116266,-0.0074359676911655015
44847,-1,68.55289001624745,68.50289001624745,68.52556657609348,0.02732344015396393,0.02267655984603323
44849,-1,68.57968611825046,68.52968611825047,68.54938170841885,0.030304409831614976,0.019695590168382182
44858,1,68.54759007062137,68.59759007062137,68.58239233129476,0.034802260673387764,0.015197739326609394
44860,-1,68.65795618778523,68.60795618778523,68.63323126697401,0.024724920811223683,0.025275079188773475
44863,-1,68.70125915007586,68.65125915007586,68.6426226561389,0.0586364939369588,-0.008636493936961642
44869,1,68.68064837334495,68.73064837334495,68.74719901204237,0.0665506386974215,-0.016550638697424347
44874,1,68.716194463763,68.766194463763,68.78130764962823,0.06511318586522918,-0.015113185865232026
44878,-1,68.79481948053005,68.74481948053005,68.75656256363754,0.03825691689250732,0.011743083107489838
44879,1,68.70656256363755,68.75656256363754,68.77713387742945,0.07057131379190196,-0.0205713137919048
44882,-1,68.87541580634401,68.82541580634401,68.81457216621695,0.060843640127060894,-0.010843640127063736
44885,1,68.79635543597564,68.84635543597564,68.87576904841644,0.0794136124408027,-0.029413612440805537
44886,-1,68.92576904841644,68.87576904841644,68.85705419355475,0.06871485486169604,-0.018714854861698882
44890,1,68.82829475013465,68.87829475013464,68.9089970139092,0.0807022637745547,-0.030702263774557537
44906,-1,69.097635966014,69.047635966014,69.04422009822484,0.05341586778915541,-0.0034158677891582556
44908,-1,69.11432250331934,69.06432250331935,69.10014294857733,0.014179554742014489,0.03582044525798267
44935,1,69.51346088906621,69.5634608890662,69.60024120990174,0.08678032083552978,-0.03678032083553262
