spread,mid_vol,n_trades,mean_realized_spread,mean_adverse_selection,mean_net_capture,inv_std,inv_max_abs,pnl_mtm_end
0.05,0.01,15402,0.023966234497092027,0.0010337655029115293,0.022932468994180496,7.6386489570838245,10,-2676.595563722689
0.05,0.02,15402,0.02389662949281672,0.0011033705071864736,0.022793258985630244,7.6386489570838245,10,-2698.1711274454137
0.1,0.01,13886,0.04884458304826423,0.001155416951732918,0.047689166096531316,7.6021339010041755,10,-2289.8433717457247
0.1,0.02,13886,0.04874634598994918,0.0012536540100479816,0.04749269197990119,7.6021339010041755,10,-2310.7967434914285
